src	src_class	ref_fqn	score	margin	strings	members	sample
src/main/java/com/moonsworth/lunar/Reader.java	Reader	com.fasterxml.jackson.dataformat.yaml.UTF8Reader	131.13	53.00	4	41	 (at char #; , at char #; ArrayIndexOutOfBoundsException; CharConversionException; EOF
src/main/java/com/moonsworth/lunar/Reader_2.java	Reader_2	com.fasterxml.jackson.core.io.UTF32Reader	121.67	49.86	5	31	 (above 0x%08x);  at char #; ArrayIndexOutOfBoundsException; CharConversionException; EOF
src/main/java/com/moonsworth/lunar/SerializableBase$Data.java	SerializableBase$Data	com.fasterxml.jackson.annotation.ObjectIdGenerator$IdKey	36.00	13.18	0	21	Can; Class; IdKey
src/main/java/com/moonsworth/lunar/SerializableBase2$Data.java	SerializableBase2$Data	org.openapitools.jackson.nullable.JsonNullableDeserializer	32.17	10.89	0	13	Class; MixinHelper102_4; MixinHelper33_2
src/main/java/com/moonsworth/lunar/SerializableBase2$Data2.java	SerializableBase2$Data2	com.fasterxml.jackson.databind.jsontype.DefaultBaseTypeLimitingValidator$UnsafeBaseTypes	72.72	50.84	3	21	java.util.logging.Handler; javax.naming.Referenceable; AutoCloseable; Class; Cloneable
src/main/java/com/moonsworth/lunar/SerializableBase22_2.java	SerializableBase22_2	com.fasterxml.jackson.databind.deser.CreatorProperty	68.60	30.07	1	31	; inject id '; Annotation; Class; Deprecated
src/main/java/com/moonsworth/lunar/SerializableBase22_4.java	SerializableBase22_4	com.fasterxml.jackson.databind.ser.BeanPropertyWriter	394.87	307.06	4	119	, no static serializer; , static serializer of type ; Annotation; Cannot; Class
src/main/java/com/moonsworth/lunar/SerializableBase25.java	SerializableBase25	com.fasterxml.jackson.databind.deser.impl.SetterlessProperty	72.91	28.69	0	36	Annotation; Class; Exception
src/main/java/com/moonsworth/lunar/SerializableBase2_7.java	SerializableBase2_7	com.fasterxml.jackson.databind.deser.SettableBeanProperty	201.12	109.58	8	58	 (no error message provided); ' (expected type: ; Annotation; Class; Deprecated
src/main/java/com/moonsworth/lunar/SerializableBase_6.java	SerializableBase_6	com.fasterxml.jackson.databind.deser.SettableAnyProperty	155.20	66.85	5	51	 (expected type: ;  (no error message provided); Class; Exception; IOException
src/main/java/com/moonsworth/lunar/SerializableImpl$Data.java	SerializableImpl$Data	com.fasterxml.jackson.core.StreamReadConstraints$Builder	22.21	13.25	0	8	Cannot; IllegalArgumentException; maxNestingDepth
src/main/java/com/moonsworth/lunar/SerializableImpl2.java	SerializableImpl2	com.fasterxml.jackson.core.JsonLocation	45.20	29.68	2	17	, column: ; byte offset: #; Deprecated; Object; Serializable
src/main/java/com/moonsworth/lunar/SerializableImpl2_2.java	SerializableImpl2_2	com.fasterxml.jackson.databind.util.EnumValues	54.18	26.03	0	31	ArrayList; Arrays; Cannot
src/main/java/com/moonsworth/lunar/SerializableImpl2_4.java	SerializableImpl2_4	org.openapitools.jackson.nullable.JsonNullableDeserializer	22.43	6.55	0	9	MixinHelper102_4; MixinHelper73_3; Object
src/main/java/com/moonsworth/lunar/SerializableImpl2_5.java	SerializableImpl2_5	com.fasterxml.jackson.databind.type.TypeFactory	325.38	229.19	7	110	, problem: ; Class %s not a super-type of %s; ArrayList; AtomicReference; Class
src/main/java/com/moonsworth/lunar/SerializableImpl3.java	SerializableImpl3	com.fasterxml.jackson.core.Version	30.43	15.37	0	18	Comparable; Deprecated; Object
src/main/java/com/moonsworth/lunar/SerializableImpl3_2.java	SerializableImpl3_2	com.fasterxml.jackson.databind.type.TypeParser	114.71	77.10	5	33	', expected ',' or '>'); ', problem: ; ArrayList; Cannot; Class
src/main/java/com/moonsworth/lunar/SerializableImpl4.java	SerializableImpl4	com.fasterxml.jackson.databind.cfg.ConstructorDetector	22.86	6.01	0	10	Class; DELEGATING; HEURISTIC
src/main/java/com/moonsworth/lunar/SerializableImpl5.java	SerializableImpl5	com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig	37.00	13.23	2	9	Cannot pass null Serializers; Cannot pass null modifier; Cannot; IllegalArgumentException; Iterable
src/main/java/com/moonsworth/lunar/SerializableImpl_3.java	SerializableImpl_3	com.fasterxml.jackson.databind.jsontype.NamedType	24.78	7.57	0	18	Class; NamedType; Object
src/main/java/com/moonsworth/lunar/SerializableImpl_4.java	SerializableImpl_4	com.fasterxml.jackson.core.StreamReadConstraints	39.99	25.68	0	17	BigDecimal; Math; Serializable
src/main/java/com/moonsworth/lunar/SerializableImpl_5.java	SerializableImpl_5	com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig	53.45	29.68	3	11	Cannot pass null Deserializers; Cannot pass null modifier; Cannot; Deserializers; IllegalArgumentException
src/main/java/com/moonsworth/lunar/SerializableImpl_6.java	SerializableImpl_6	org.openapitools.jackson.nullable.JsonNullableDeserializer	28.22	13.00	0	11	MixinHelper102_4; MixinHelper26; MixinHelper53
src/main/java/com/moonsworth/lunar/SerializableImpl_7.java	SerializableImpl_7	com.fasterxml.jackson.databind.deser.DeserializerCache	96.39	48.62	2	41	AnnotationIntrospector.; Null JavaType passed; AnnotationIntrospector; Cannot; Class
src/main/java/com/moonsworth/lunar/SerializableImpl_9.java	SerializableImpl_9	com.fasterxml.jackson.databind.ext.OptionalHandlerFactory	241.18	200.54	9	62	, problem: (; Failed to create instance of `; Blob; Class; CoreXMLDeserializers
src/main/java/com/moonsworth/lunar/SerializableIterator.java	SerializableIterator	com.fasterxml.jackson.databind.deser.impl.BeanPropertyMap	191.18	120.43	6	72	' found, can't remove; ' found, can't replace; ACCEPT_CASE_INSENSITIVE_PROPERTIES; ArrayList; Arrays
src/main/java/com/moonsworth/lunar/SerializableIterator2.java	SerializableIterator2	com.fasterxml.jackson.databind.util.EnumResolver	82.04	37.78	1	44	No enum constants for class ; ACCEPT_CASE_INSENSITIVE_ENUMS; ArrayList; Byte
src/main/java/com/moonsworth/lunar/SerializableIterator222.java	SerializableIterator222	com.fasterxml.jackson.databind.cfg.EnumFeature	37.23	9.73	0	11	FEATURE_INDEX; READ_ENUM_KEYS_USING_INDEX; WRITE_ENUMS_TO_LOWERCASE
src/main/java/com/moonsworth/lunar/SerializableIterator223.java	SerializableIterator223	com.fasterxml.jackson.databind.cfg.JsonNodeFeature	40.93	12.66	0	11	FEATURE_INDEX; READ_NULL_PROPERTIES; STRIP_TRAILING_BIGDECIMAL_ZEROES
src/main/java/com/moonsworth/lunar/SerializableIterator_3.java	SerializableIterator_3	com.fasterxml.jackson.databind.cfg.CoercionConfigs	72.42	23.43	0	32	ACCEPT_EMPTY_ARRAY_AS_NULL_OBJECT; ACCEPT_EMPTY_STRING_AS_NULL_OBJECT; ACCEPT_FLOAT_AS_INT
src/main/java/com/moonsworth/lunar/SerializableLoader.java	SerializableLoader	com.fasterxml.jackson.databind.PropertyName	19.36	6.01	0	13	Object; Serializable; String
src/main/java/com/moonsworth/lunar/SerializableLoader2.java	SerializableLoader2	com.fasterxml.jackson.core.JsonPointer	62.52	28.45	0	33	IllegalArgumentException; Invalid; JSON
src/main/java/com/moonsworth/lunar/SerializableLoader2_2.java	SerializableLoader2_2	com.fasterxml.jackson.databind.PropertyMetadata	31.06	13.54	0	17	Boolean; Deprecated; FALSE
src/main/java/com/moonsworth/lunar/SerializableLoader2_4.java	SerializableLoader2_4	com.fasterxml.jackson.core.io.SerializedString	60.23	28.77	0	31	ByteBuffer; IllegalStateException; Null
src/main/java/com/moonsworth/lunar/SerializableLoader_2.java	SerializableLoader_2	com.fasterxml.jackson.core.Base64Variant	272.46	131.48	10	71	' (code 0x; ') as character #; Arrays; Base64Alphabet; Base64Variant
src/main/java/com/moonsworth/lunar/SerializableLoader_3.java	SerializableLoader_3	com.fasterxml.jackson.databind.type.TypeBindings	109.68	71.22	4	41	 type parameter; ), types (; Arrays; Cannot; Class
src/main/java/com/moonsworth/lunar/SerializableLoader_5.java	SerializableLoader_5	com.fasterxml.jackson.core.io.ContentReference	80.80	37.82	0	42	CharSequence; Character; Class
