cluster	package	n_classes	n_lazy
54	com.moonsworth.lunar.client.lightoverlay	18	9
54	com.moonsworth.lunar.client.lotusfish	11	0
54	com.moonsworth.lunar.client.markers	25	17
54	com.moonsworth.lunar.client.markers.gui	6	4
54	com.moonsworth.lunar.client.markers.holograms	7	3
54	com.moonsworth.lunar.client.markers.mixin	9	5
55	com.moonsworth.lunar.client.markers.mixin.fishing	1	1
55	com.moonsworth.lunar.client.markers.mixin.gui	7	5
55	com.moonsworth.lunar.client.markers.mixin.gui.mixin	33	32
55	com.moonsworth.lunar.client.markers.mixin.gui.mixin.nameplate	5	15
55	com.moonsworth.lunar.client.markers.mixin.gui.mixin.rewindhandlers	7	8
55	com.moonsworth.lunar.client.markers.mixin.highlight	2	0
55	com.moonsworth.lunar.client.markers.mixin.holograms	6	4
55	com.moonsworth.lunar.client.markers.mixin.holograms.mixin	5	2
56	com.moonsworth.lunar.client.markers.mixin.nameplate	2	0
56	com.moonsworth.lunar.client.markers.mixin.rewindhandlers	1	0
56	com.moonsworth.lunar.client.markers.nameplate	2	1
56	com.moonsworth.lunar.client.markers.nameplate.mixin	8	7
56	com.moonsworth.lunar.client.markers.rewindhandlers	2	1
56	com.moonsworth.lunar.client.memory	2	0
56	com.moonsworth.lunar.client.mixin	39	11
56	com.moonsworth.lunar.client.mobsize.mixin	2	0
57	com.moonsworth.lunar.client.mod.combat	23	0
57	com.moonsworth.lunar.client.mod.hud	105	2
57	com.moonsworth.lunar.client.mod.misc	172	7
57	com.moonsworth.lunar.client.mod.movement	6	0
57	com.moonsworth.lunar.client.mod.player	23	0
57	com.moonsworth.lunar.client.mod.render	107	7
57	com.moonsworth.lunar.client.mumble	3	0
57	com.moonsworth.lunar.client.nameplate	5	4
58	com.moonsworth.lunar.client.network.apollo	1	0
58	com.moonsworth.lunar.client.network.friend	1	0
58	com.moonsworth.lunar.client.network.hostedworld	7	0
58	com.moonsworth.lunar.client.network.ipc	2	0
58	com.moonsworth.lunar.client.network.mumble	3	0
58	com.moonsworth.lunar.client.network.safety	1	0
58	com.moonsworth.lunar.client.network.server	11	0
58	com.moonsworth.lunar.client.network.transfer	4	0
59	com.moonsworth.lunar.client.network.websocket	5	0
59	com.moonsworth.lunar.client.pkg	6	6
59	com.moonsworth.lunar.client.profile	5	0
59	com.moonsworth.lunar.client.profile.importer	10	0
59	com.moonsworth.lunar.client.render	19	0
59	com.moonsworth.lunar.client.render.color	6	0
59	com.moonsworth.lunar.client.render.font	3	0
59	com.moonsworth.lunar.client.render.particle	71	0
60	com.moonsworth.lunar.client.render.particle.highlight	7	0
60	com.moonsworth.lunar.client.render.particle.holograms	3	0
60	com.moonsworth.lunar.client.render.particle.mixin	4	0
60	com.moonsworth.lunar.client.render.particle.nameplate	11	0
60	com.moonsworth.lunar.client.render.particle.nameplate.mixin	5	0
60	com.moonsworth.lunar.client.render.particle.rewindhandlers	6	0
60	com.moonsworth.lunar.client.render.shader	5	0
60	com.moonsworth.lunar.client.render.texture	6	0
61	com.moonsworth.lunar.client.replay	26	0
61	com.moonsworth.lunar.client.replay.fishing	4	0
61	com.moonsworth.lunar.client.replay.gui	18	0
61	com.moonsworth.lunar.client.replay.highlight	11	0
61	com.moonsworth.lunar.client.replay.highlight.nameplate	7	0
61	com.moonsworth.lunar.client.replay.holograms	4	0
61	com.moonsworth.lunar.client.replay.mixin	4	0
61	com.moonsworth.lunar.client.replay.mixin.nameplate	2	0
62	com.moonsworth.lunar.client.replay.nameplate	26	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin	2	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin.colorsaturation	1	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin.fishing	4	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin.gui	6	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin.highlight	1	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin.holograms	17	0
62	com.moonsworth.lunar.client.replay.nameplate.mixin.nameplate	3	0
63	com.moonsworth.lunar.client.replay.nameplate.mixin.rewindhandlers	2	0
63	com.moonsworth.lunar.client.replay.rewindhandlers	18	0
63	com.moonsworth.lunar.client.replay.rewindhandlers.chest	2	0
63	com.moonsworth.lunar.client.replay.rewindhandlers.click	2	0
63	com.moonsworth.lunar.client.replay.rewindhandlers.colorsaturation	2	0
63	com.moonsworth.lunar.client.replay.rewindhandlers.coordinates	5	0
63	com.moonsworth.lunar.client.replay.rewindhandlers.fishing	3	0
63	com.moonsworth.lunar.client.replay.rewindhandlers.highlight	4	0
64	com.moonsworth.lunar.client.replay.rewindhandlers.holograms	4	0
64	com.moonsworth.lunar.client.replay.rewindhandlers.mixin	4	0
64	com.moonsworth.lunar.client.replay.rewindhandlers.nameplate	8	0
64	com.moonsworth.lunar.client.replay.rewindhandlers.rewindhandlersCore	11	0
64	com.moonsworth.lunar.client.replay.rewindhandlers.rewindhandlersCore.mixin	2	0
64	com.moonsworth.lunar.client.replay.rewindhandlersNameplate	9	0
64	com.moonsworth.lunar.client.replay.rewindhandlersNameplate.mixin	3	0
64	com.moonsworth.lunar.client.replay.rewindhandlersNameplateCore	15	0
65	com.moonsworth.lunar.client.replay.rewindhandlersNameplateCore.mixin	15	0
65	com.moonsworth.lunar.client.rewindhandlers	3	2
65	com.moonsworth.lunar.client.tps	4	0
65	com.moonsworth.lunar.client.translation	8	0
65	com.moonsworth.lunar.client.util	267	153
65	com.moonsworth.lunar.client.util.alert	10	8
65	com.moonsworth.lunar.client.util.chest	6	3
65	com.moonsworth.lunar.client.util.chest.mixin	4	2
66	com.moonsworth.lunar.client.util.click	16	14
66	com.moonsworth.lunar.client.util.collection	9	0
66	com.moonsworth.lunar.client.util.colorsaturation	4	1
66	com.moonsworth.lunar.client.util.gui	5	3
66	com.moonsworth.lunar.client.util.highlight	3	0
66	com.moonsworth.lunar.client.util.holograms	1	0
66	com.moonsworth.lunar.client.util.lotusfish	1	0
66	com.moonsworth.lunar.client.util.lotusfish.mixin	4	2
67	com.moonsworth.lunar.client.util.memory	2	0
67	com.moonsworth.lunar.client.util.mixin	3	3
67	com.moonsworth.lunar.client.util.nameplate	1	2
67	com.moonsworth.lunar.client.util.performance	2	0
67	com.moonsworth.lunar.client.util.raytrace	9	0
67	com.moonsworth.lunar.client.util.rewindhandlers	7	4
67	com.moonsworth.lunar.client.waypoints	2	1
67	com.moonsworth.lunar.config	4	2
68	com.moonsworth.lunar.files	55	13
68	com.moonsworth.lunar.files.mixin	8	3
68	com.moonsworth.lunar.forge	30	4
68	com.moonsworth.lunar.forge.lib	508	420
68	com.moonsworth.lunar.forge.lib.guava.annotations	4	0
68	com.moonsworth.lunar.forge.lib.guava.base	46	1
68	com.moonsworth.lunar.forge.lib.guava.base.internal	1	0
68	com.moonsworth.lunar.forge.lib.guava.cache	22	1
69	com.moonsworth.lunar.forge.lib.guava.collect	222	1
69	com.moonsworth.lunar.forge.lib.guava.escape	10	0
69	com.moonsworth.lunar.forge.lib.guava.eventbus	11	0
69	com.moonsworth.lunar.forge.lib.guava.graph	50	0
69	com.moonsworth.lunar.forge.lib.guava.hash	32	2
69	com.moonsworth.lunar.forge.lib.guava.html	2	0
69	com.moonsworth.lunar.forge.lib.guava.io	34	0
69	com.moonsworth.lunar.forge.lib.guava.math	13	0
70	com.moonsworth.lunar.forge.lib.guava.net	9	0
70	com.moonsworth.lunar.forge.lib.guava.primitives	25	0
70	com.moonsworth.lunar.forge.lib.guava.reflect	16	0
70	com.moonsworth.lunar.forge.lib.guava.util.concurrent	76	0
70	com.moonsworth.lunar.forge.lib.guava.util.concurrent.internal	2	0
70	com.moonsworth.lunar.forge.lib.guava.xml	2	0
70	com.moonsworth.lunar.forge.lib.mixin	17	15
70	com.moonsworth.lunar.forge.mixin	45	13
71	com.moonsworth.lunar.framework	5	1
71	com.moonsworth.lunar.framework.mixin	4	0
71	com.moonsworth.lunar.genesis	1750	858
71	com.moonsworth.lunar.genesis.mixin	3	1
71	com.moonsworth.lunar.ichor	184	60
71	com.moonsworth.lunar.ichor.api	5	2
71	com.moonsworth.lunar.ichor.mixin	19	10
71	com.moonsworth.lunar.ichor.util	51	16
72	com.moonsworth.lunar.icon	1	0
72	com.moonsworth.lunar.icon.mixin	2	0
72	com.moonsworth.lunar.legacy	38	9
72	com.moonsworth.lunar.legacy.mixin	543	100
72	com.moonsworth.lunar.legacy.optifine.wrapper	11	0
72	com.moonsworth.lunar.legacy.wrapper	180	78
72	com.moonsworth.lunar.legacy.wrapper.mixin	4	0
72	com.moonsworth.lunar.legacy.wrapper.util	18	3
73	com.moonsworth.lunar.loader	10	0
73	com.moonsworth.lunar.loader.mixin	6	0
73	com.moonsworth.lunar.mixin	7	0
73	com.moonsworth.lunar.mixin.mixin	20	3
73	com.moonsworth.lunar.network	89	33
73	com.moonsworth.lunar.network.mixin	33	17
73	com.moonsworth.lunar.replaymod.forge	3	0
73	com.moonsworth.lunar.replaymod.forge.ichor	1	0
74	com.moonsworth.lunar.replaymod.forge.v1_12.mixin	7	2
74	com.moonsworth.lunar.replaymod.forge.v1_8.mixin	7	2
74	com.moonsworth.lunar.replaymod.mixin	125	43
74	com.moonsworth.lunar.v1_12.mixin	12	0
74	com.moonsworth.lunar.v1_7.mixin	13	0
74	com.moonsworth.lunar.v1_7.optifine.wrapper	6	0
74	com.moonsworth.lunar.v1_8.mixin	22	0
74	com.moonsworth.lunar.v1_8.optifine.wrapper	8	2
