package	old	new	evidence
com.moonsworth.lunar.genesis	MixinHelper10_4	MathPreconditions	Guava 29.0-jre com/google/common/math/MathPreconditions (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper10_5	CacheStats	Guava 29.0-jre com/google/common/cache/CacheStats (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11	ExtraObjectsMethodsForWeb	Guava 29.0-jre com/google/common/base/ExtraObjectsMethodsForWeb (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11$1_2	MinMaxPriorityQueue$1	Guava 29.0-jre com/google/common/collect/MinMaxPriorityQueue$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11$Data16	CacheBuilderSpec$WriteDurationParser	Guava 29.0-jre com/google/common/cache/CacheBuilderSpec$WriteDurationParser (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11$Data17	LinearTransformation$NaNLinearTransformation	Guava 29.0-jre com/google/common/math/LinearTransformation$NaNLinearTransformation (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11$Data3	CharStreams$NullWriter	Guava 29.0-jre com/google/common/io/CharStreams$NullWriter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11$Data4	CacheBuilderSpec$RecordStatsParser	Guava 29.0-jre com/google/common/cache/CacheBuilderSpec$RecordStatsParser (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11$Extension	CacheBuilderSpec$ValueParser	Guava 29.0-jre com/google/common/cache/CacheBuilderSpec$ValueParser (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper112$Data	Shorts$ShortArrayAsList	Guava 29.0-jre com/google/common/primitives/Shorts$ShortArrayAsList (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper112$Data2	Shorts$ShortConverter	Guava 29.0-jre com/google/common/primitives/Shorts$ShortConverter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1122$Data	ImmutableRangeSet$AsSetSerializedForm	Guava 29.0-jre com/google/common/collect/ImmutableRangeSet$AsSetSerializedForm (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1122$Data5	ImmutableRangeMap$SerializedForm	Guava 29.0-jre com/google/common/collect/ImmutableRangeMap$SerializedForm (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1122_2	DirectedNetworkConnections	Guava 29.0-jre com/google/common/graph/DirectedNetworkConnections (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1123$1	RegularImmutableBiMap$1	Guava 29.0-jre com/google/common/collect/RegularImmutableBiMap$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1123$Data4	TreeRangeSet$RangesByUpperBound	Guava 29.0-jre com/google/common/collect/TreeRangeSet$RangesByUpperBound (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper112_2	AbstractDirectedNetworkConnections	Guava 29.0-jre com/google/common/graph/AbstractDirectedNetworkConnections (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper112_3	AbstractRangeSet	Guava 29.0-jre com/google/common/collect/AbstractRangeSet (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper113	AbstractUndirectedNetworkConnections	Guava 29.0-jre com/google/common/graph/AbstractUndirectedNetworkConnections (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1132	UndirectedMultiNetworkConnections	Guava 29.0-jre com/google/common/graph/UndirectedMultiNetworkConnections (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1133	UndirectedNetworkConnections	Guava 29.0-jre com/google/common/graph/UndirectedNetworkConnections (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11_2	NetworkConnections	Guava 29.0-jre com/google/common/graph/NetworkConnections (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11_3	RangeSet	Guava 29.0-jre com/google/common/collect/RangeSet (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11_5	Ascii	Guava 29.0-jre com/google/common/base/Ascii (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper11_7	Atomics	Guava 29.0-jre com/google/common/util/concurrent/Atomics (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$5	Splitter$5	Guava 29.0-jre com/google/common/base/Splitter$5 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Data2	ByteSource$ByteArrayByteSource	Guava 29.0-jre com/google/common/io/ByteSource$ByteArrayByteSource (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Data3	ByteSource$AsCharSource	Guava 29.0-jre com/google/common/io/ByteSource$AsCharSource (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Data4	ByteSource$ConcatenatedByteSource	Guava 29.0-jre com/google/common/io/ByteSource$ConcatenatedByteSource (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Data6	ByteSource$SlicedByteSource	Guava 29.0-jre com/google/common/io/ByteSource$SlicedByteSource (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Data7	Splitter$SplittingIterator	Guava 29.0-jre com/google/common/base/Splitter$SplittingIterator (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Data8	Splitter$MapSplitter	Guava 29.0-jre com/google/common/base/Splitter$MapSplitter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12$Extension2	Splitter$Strategy	Guava 29.0-jre com/google/common/base/Splitter$Strategy (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper122$Data	Ints$IntConverter	Guava 29.0-jre com/google/common/primitives/Ints$IntConverter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper122$Data2	Ints$IntArrayAsList	Guava 29.0-jre com/google/common/primitives/Ints$IntArrayAsList (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper122$Data3	ServiceManager$FailedService	Guava 29.0-jre com/google/common/util/concurrent/ServiceManager$FailedService (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper122$Data4	ServiceManager$EmptyServiceManagerWarning	Guava 29.0-jre com/google/common/util/concurrent/ServiceManager$EmptyServiceManagerWarning (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper122$Data5	ServiceManager$Listener	Guava 29.0-jre com/google/common/util/concurrent/ServiceManager$Listener (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper122$Data6	ServiceManager$NoOpService	Guava 29.0-jre com/google/common/util/concurrent/ServiceManager$NoOpService (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12_4	DoublesMethodsForWeb	Guava 29.0-jre com/google/common/primitives/DoublesMethodsForWeb (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper12_6	RemovalListener	Guava 29.0-jre com/google/common/cache/RemovalListener (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13	Multimap	Guava 29.0-jre com/google/common/collect/Multimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13$1	ByteStreams$1	Guava 29.0-jre com/google/common/io/ByteStreams$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13$1_2	Throwables$1	Guava 29.0-jre com/google/common/base/Throwables$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13$Data5	ByteStreams$ByteArrayDataOutputStream	Guava 29.0-jre com/google/common/io/ByteStreams$ByteArrayDataOutputStream (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13$Data6	ByteStreams$ByteArrayDataInputStream	Guava 29.0-jre com/google/common/io/ByteStreams$ByteArrayDataInputStream (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13$Data7	ByteStreams$LimitedInputStream	Guava 29.0-jre com/google/common/io/ByteStreams$LimitedInputStream (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper132$Data	Floats$FloatConverter	Guava 29.0-jre com/google/common/primitives/Floats$FloatConverter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper132$Data2	Floats$FloatArrayAsList	Guava 29.0-jre com/google/common/primitives/Floats$FloatArrayAsList (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1322	SortedSetMultimap	Guava 29.0-jre com/google/common/collect/SortedSetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1323	FilteredSetMultimap	Guava 29.0-jre com/google/common/collect/FilteredSetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper132_2	SetMultimap	Guava 29.0-jre com/google/common/collect/SetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper133	ListMultimap	Guava 29.0-jre com/google/common/collect/ListMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper134	AbstractMultimap	Guava 29.0-jre com/google/common/collect/AbstractMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13422	AbstractSetMultimap	Guava 29.0-jre com/google/common/collect/AbstractSetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1342222	AbstractSortedKeySortedSetMultimap	Guava 29.0-jre com/google/common/collect/AbstractSortedKeySortedSetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13422222	TreeMultimap	Guava 29.0-jre com/google/common/collect/TreeMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper134223	ArrayListMultimapGwtSerializationDependencies	Guava 29.0-jre com/google/common/collect/ArrayListMultimapGwtSerializationDependencies (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1342232	HashMultimap	Guava 29.0-jre com/google/common/collect/HashMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper134224	HashMultimapGwtSerializationDependencies	Guava 29.0-jre com/google/common/collect/HashMultimapGwtSerializationDependencies (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1342242$Extension	LinkedHashMultimap$ValueSetLink	Guava 29.0-jre com/google/common/collect/LinkedHashMultimap$ValueSetLink (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13423	AbstractListMultimap	Guava 29.0-jre com/google/common/collect/AbstractListMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper134232	LinkedHashMultimapGwtSerializationDependencies	Guava 29.0-jre com/google/common/collect/LinkedHashMultimapGwtSerializationDependencies (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1342322	ArrayListMultimap	Guava 29.0-jre com/google/common/collect/ArrayListMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13442	FilteredKeySetMultimap	Guava 29.0-jre com/google/common/collect/FilteredKeySetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1345	BaseImmutableMultimap	Guava 29.0-jre com/google/common/collect/BaseImmutableMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13452$Data	ImmutableMultimap$EntryCollection	Guava 29.0-jre com/google/common/collect/ImmutableMultimap$EntryCollection (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13452$Data2	ImmutableMultimap$Builder	Guava 29.0-jre com/google/common/collect/ImmutableMultimap$Builder (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13452$Data3	ImmutableMultimap$FieldSettersHolder	Guava 29.0-jre com/google/common/collect/ImmutableMultimap$FieldSettersHolder (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13452$Data5	ImmutableMultimap$Values	Guava 29.0-jre com/google/common/collect/ImmutableMultimap$Values (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13452$Data6	ImmutableMultiset$EntrySetSerializedForm	Guava 29.0-jre com/google/common/collect/ImmutableMultiset$EntrySetSerializedForm (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper134522$Data	ImmutableSetMultimap$EntrySet	Guava 29.0-jre com/google/common/collect/ImmutableSetMultimap$EntrySet (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1345222	EmptyImmutableListMultimap	Guava 29.0-jre com/google/common/collect/EmptyImmutableListMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1345232	EmptyImmutableSetMultimap	Guava 29.0-jre com/google/common/collect/EmptyImmutableSetMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1346$Data	FilteredKeyMultimap$AddRejectingSet	Guava 29.0-jre com/google/common/collect/FilteredKeyMultimap$AddRejectingSet (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper1346$Data2	FilteredKeyMultimap$AddRejectingList	Guava 29.0-jre com/google/common/collect/FilteredKeyMultimap$AddRejectingList (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13462	FilteredKeyListMultimap	Guava 29.0-jre com/google/common/collect/FilteredKeyListMultimap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper135	ServiceManagerBridge	Guava 29.0-jre com/google/common/util/concurrent/ServiceManagerBridge (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper13_4	FloatsMethodsForWeb	Guava 29.0-jre com/google/common/primitives/FloatsMethodsForWeb (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper14$1	Serialization$1	Guava 29.0-jre com/google/common/collect/Serialization$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper14$Data4	Platform$JdkPatternCompiler	Guava 29.0-jre com/google/common/base/Platform$JdkPatternCompiler (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper14$Data5	UncaughtExceptionHandlers$Exiter	Guava 29.0-jre com/google/common/util/concurrent/UncaughtExceptionHandlers$Exiter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper142$Data	Doubles$DoubleConverter	Guava 29.0-jre com/google/common/primitives/Doubles$DoubleConverter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper142$Data2	Doubles$DoubleArrayAsList	Guava 29.0-jre com/google/common/primitives/Doubles$DoubleArrayAsList (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper14_2	SortedMultisets	Guava 29.0-jre com/google/common/collect/SortedMultisets (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper14_3	IntsMethodsForWeb	Guava 29.0-jre com/google/common/primitives/IntsMethodsForWeb (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper14_4	ByteProcessor	Guava 29.0-jre com/google/common/io/ByteProcessor (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper15	Closer	Guava 29.0-jre com/google/common/io/Closer (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper15$Extension	Closer$Suppressor	Guava 29.0-jre com/google/common/io/Closer$Suppressor (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper15_2	ParseRequest	Guava 29.0-jre com/google/common/primitives/ParseRequest (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper15_3	Synchronized	Guava 29.0-jre com/google/common/collect/Synchronized (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper15_4	AsyncCallable	Guava 29.0-jre com/google/common/util/concurrent/AsyncCallable (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper15_5	FinalizableReference	Guava 29.0-jre com/google/common/base/FinalizableReference (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$1	Joiner$1	Guava 29.0-jre com/google/common/base/Joiner$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$1_2	Files$1	Guava 29.0-jre com/google/common/io/Files$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$2	Files$2	Guava 29.0-jre com/google/common/io/Files$2 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$3	Joiner$3	Guava 29.0-jre com/google/common/base/Joiner$3 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$3_2	Files$3	Guava 29.0-jre com/google/common/io/Files$3 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$Data4	Files$FileByteSource	Guava 29.0-jre com/google/common/io/Files$FileByteSource (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$Data5	Files$FileByteSink	Guava 29.0-jre com/google/common/io/Files$FileByteSink (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$Data6	Joiner$MapJoiner	Guava 29.0-jre com/google/common/base/Joiner$MapJoiner (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$Type$1	Files$FilePredicate$1	Guava 29.0-jre com/google/common/io/Files$FilePredicate$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16$Type$2	Files$FilePredicate$2	Guava 29.0-jre com/google/common/io/Files$FilePredicate$2 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper162	FakeTimeLimiter	Guava 29.0-jre com/google/common/util/concurrent/FakeTimeLimiter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper163	SimpleTimeLimiter	Guava 29.0-jre com/google/common/util/concurrent/SimpleTimeLimiter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper16_4	TimeLimiter	Guava 29.0-jre com/google/common/util/concurrent/TimeLimiter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper17$Data3	Enums$StringConverter	Guava 29.0-jre com/google/common/base/Enums$StringConverter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper17$Data6	TreeTraverser$PostOrderNode	Guava 29.0-jre com/google/common/collect/TreeTraverser$PostOrderNode (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper17_2	AsyncFunction	Guava 29.0-jre com/google/common/util/concurrent/AsyncFunction (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18$1	MoreFiles$1	Guava 29.0-jre com/google/common/io/MoreFiles$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18$2	MoreFiles$2	Guava 29.0-jre com/google/common/io/MoreFiles$2 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18$3	MoreFiles$3	Guava 29.0-jre com/google/common/io/MoreFiles$3 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18$Data	MoreFiles$PathByteSource	Guava 29.0-jre com/google/common/io/MoreFiles$PathByteSource (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18$Data2	MoreFiles$PathByteSink	Guava 29.0-jre com/google/common/io/MoreFiles$PathByteSink (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18$Data3	JdkFutureAdapters$ListenableFutureAdapter	Guava 29.0-jre com/google/common/util/concurrent/JdkFutureAdapters$ListenableFutureAdapter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18_2	Charsets	Guava 29.0-jre com/google/common/base/Charsets (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper18_3	CollectPreconditions	Guava 29.0-jre com/google/common/collect/CollectPreconditions (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$1	ThreadFactoryBuilder$1	Guava 29.0-jre com/google/common/util/concurrent/ThreadFactoryBuilder$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$1_2	Ticker$1	Guava 29.0-jre com/google/common/base/Ticker$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data14	Maps$Accumulator	Guava 29.0-jre com/google/common/collect/Maps$Accumulator (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data23	Maps$BiMapConverter	Guava 29.0-jre com/google/common/collect/Maps$BiMapConverter (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data24	Maps$IteratorBasedAbstractMap	Guava 29.0-jre com/google/common/collect/Maps$IteratorBasedAbstractMap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data26	Maps$NavigableAsMapView	Guava 29.0-jre com/google/common/collect/Maps$NavigableAsMapView (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data31	Maps$UnmodifiableBiMap	Guava 29.0-jre com/google/common/collect/Maps$UnmodifiableBiMap (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data35	Maps$Values	Guava 29.0-jre com/google/common/collect/Maps$Values (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Data38	Maps$UnmodifiableEntries	Guava 29.0-jre com/google/common/collect/Maps$UnmodifiableEntries (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Extension	Maps$EntryTransformer	Guava 29.0-jre com/google/common/collect/Maps$EntryTransformer (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Type$1	Maps$EntryFunction$1	Guava 29.0-jre com/google/common/collect/Maps$EntryFunction$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19$Type$2	Maps$EntryFunction$2	Guava 29.0-jre com/google/common/collect/Maps$EntryFunction$2 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper19_2	ThreadFactoryBuilder	Guava 29.0-jre com/google/common/util/concurrent/ThreadFactoryBuilder (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2	TypeCapture	Guava 29.0-jre com/google/common/reflect/TypeCapture (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$1	MoreExecutors$1	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$1_2	BigIntegerMath$1	Guava 29.0-jre com/google/common/math/BigIntegerMath$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$1_3	SortedLists$1	Guava 29.0-jre com/google/common/collect/SortedLists$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$1_4	LineReader$1	Guava 29.0-jre com/google/common/io/LineReader$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$2	MoreExecutors$5	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$5 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$3	MoreExecutors$3	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$3 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$4	MoreExecutors$4	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$4 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Data17	MoreExecutors$DirectExecutorService	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$DirectExecutorService (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Data18	MoreExecutors$Application	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$Application (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Data19	MoreExecutors$ListeningDecorator	Guava 29.0-jre com/google/common/util/concurrent/MoreExecutors$ListeningDecorator (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Data21	HttpHeaders$ReferrerPolicyValues	Guava 29.0-jre com/google/common/net/HttpHeaders$ReferrerPolicyValues (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Extension	LittleEndianByteArray$LittleEndianBytes	Guava 29.0-jre com/google/common/hash/LittleEndianByteArray$LittleEndianBytes (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Type7$1	LittleEndianByteArray$JavaLittleEndianBytes$1	Guava 29.0-jre com/google/common/hash/LittleEndianByteArray$JavaLittleEndianBytes$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper2$Type8$3	Striped64$1	Guava 29.0-jre com/google/common/cache/Striped64$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$1	StandardRowSortedTable$1	Guava 29.0-jre com/google/common/collect/StandardRowSortedTable$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data10	Predicates$NotPredicate	Guava 29.0-jre com/google/common/base/Predicates$NotPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data11	Predicates$InPredicate	Guava 29.0-jre com/google/common/base/Predicates$InPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data2	Predicates$OrPredicate	Guava 29.0-jre com/google/common/base/Predicates$OrPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data3	Predicates$CompositionPredicate	Guava 29.0-jre com/google/common/base/Predicates$CompositionPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data4	Predicates$AndPredicate	Guava 29.0-jre com/google/common/base/Predicates$AndPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data6	Predicates$ContainsPatternPredicate	Guava 29.0-jre com/google/common/base/Predicates$ContainsPatternPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data7	Predicates$SubtypeOfPredicate	Guava 29.0-jre com/google/common/base/Predicates$SubtypeOfPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data8	Predicates$InstanceOfPredicate	Guava 29.0-jre com/google/common/base/Predicates$InstanceOfPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Data9	Predicates$IsEqualToPredicate	Guava 29.0-jre com/google/common/base/Predicates$IsEqualToPredicate (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Type$1	Predicates$ObjectPredicate$1	Guava 29.0-jre com/google/common/base/Predicates$ObjectPredicate$1 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Type$2	Predicates$ObjectPredicate$2	Guava 29.0-jre com/google/common/base/Predicates$ObjectPredicate$2 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Type$3	Predicates$ObjectPredicate$3	Guava 29.0-jre com/google/common/base/Predicates$ObjectPredicate$3 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20$Type$4	Predicates$ObjectPredicate$4	Guava 29.0-jre com/google/common/base/Predicates$ObjectPredicate$4 (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20_2	Interner	Guava 29.0-jre com/google/common/collect/Interner (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper20_3	FutureCallback	Guava 29.0-jre com/google/common/util/concurrent/FutureCallback (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper21$Data	MoreCollectors$ToOptionalState	Guava 29.0-jre com/google/common/collect/MoreCollectors$ToOptionalState (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper21_2	CommonMatcher	Guava 29.0-jre com/google/common/base/CommonMatcher (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper22$Data11	Lists$TwoPlusArrayList	Guava 29.0-jre com/google/common/collect/Lists$TwoPlusArrayList (coverage matcher score 1.000)
com.moonsworth.lunar.genesis	MixinHelper22$Data13	Lists$ReverseList	Guava 29.0-jre com/google/common/collect/Lists$ReverseList (coverage matcher score 1.000)
